projectName,openedDate,resolvedDate,locationName,itemSymptom,assignedGroup,contactType,priorityLevel,taskType
Novelis,1/12/2015 11:40:00,8/12/2016 11:32:00,NNA - Kennesaw R&T,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,9/15/2014 11:41:00,8/11/2016 09:54:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,5/29/2015 11:44:00,8/12/2016 12:28:00,NE - Goettingen,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,7/23/2014 11:44:00,8/11/2016 06:07:00,NE - Latchford,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,3/28/2015 11:44:00,8/11/2016 04:36:00,NSA - Pinda,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,1/12/2015 11:44:00,8/9/2016 13:28:00,NNA/Corp - Atlanta HQ,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,9/23/2015 11:44:00,8/9/2016 11:56:00,NSA - Pinda,Network All Other Issues,IT Service Desk NSA L1,Self-service,3 - Normal,Incident
Novelis,7/3/2016 11:45:00,8/11/2016 11:51:00,NE - Goettingen,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,10/4/2015 11:45:00,8/11/2016 09:55:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,8/16/2016 11:45:00,8/9/2016 11:45:00,NNA/Corp - Atlanta HQ,Office 365 Shared Mailbox Changes,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,8/19/2014 11:46:00,8/11/2016 11:02:00,NNA - Fairmont,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,5/6/2014 11:49:00,8/12/2016 12:07:00,NNA - Kingston,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,6/23/2015 11:50:00,8/12/2016 11:33:00,NSA - Utinga,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,7/22/2014 11:51:00,8/12/2016 12:10:00,NSA - Pinda,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,2/8/2015 11:51:00,8/9/2016 12:46:00,NNA/Corp - Atlanta HQ,Battery Issue,IT Desktop Atlanta L2,Self-service,3 - Normal,Incident
Novelis,4/8/2016 11:51:00,8/9/2016 11:53:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,12/12/2014 11:53:00,8/10/2016 16:09:00,NSA - Pinda,Shared Folder: Creation and Access Request ,IT Infra NSA Account Management L2,Phone,3 - Moderate,Catalog Task
Novelis,4/14/2016 11:54:00,8/12/2016 12:11:00,NSA - Pinda,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,6/22/2015 11:54:00,8/9/2016 14:38:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Design to Deploy L2,Self-service,3 - Normal,Incident
Novelis,4/4/2014 11:55:00,8/12/2016 11:13:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,11/7/2015 11:56:00,8/11/2016 09:57:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,4/16/2014 11:57:00,8/9/2016 12:05:00,NNA/Corp - Atlanta HQ,Status Check,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,8/22/2014 11:58:00,8/11/2016 09:59:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,6/20/2014 11:58:00,8/10/2016 16:29:00,NNA - Berea,Active Directory (Currently in Access Management),IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,3/20/2016 12:00:00,8/10/2016 06:29:00,NNA - Novi,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,12/17/2015 12:05:00,8/12/2016 11:29:00,NSA - Pinda,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,3/17/2015 12:06:00,8/11/2016 10:11:00,NSA - Pinda,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/16/2014 12:07:00,8/9/2016 15:57:00,NSA - Sao Paulo,Novelis Specific Software - Software Iss,IT Desktop Sao Paulo L2,Walk-in,3 - Normal,Incident
Novelis,4/25/2016 12:08:00,8/9/2016 13:37:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/23/2015 12:13:00,8/9/2016 13:22:00,NNA/Corp - Atlanta HQ,PC / Laptop Peripherals,IT Desktop Atlanta L2,Self-service,3 - Normal,Incident
Novelis,7/28/2015 12:14:00,8/9/2016 14:28:00,NNA/Corp - Atlanta HQ,Software Update,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,2/24/2014 12:15:00,8/9/2016 12:19:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,1/21/2016 12:18:00,8/11/2016 06:00:00,NE - Nachterstedt,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,1/8/2014 12:18:00,8/10/2016 02:29:00,NE - Goettingen,Laptop / Tablet,IT Service Desk NE L1,Phone,3 - Moderate,Catalog Task
Novelis,4/4/2016 12:19:00,8/18/2016 16:36:00,NNA/Corp - Atlanta HQ,PC / Laptop Troubleshoot,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,4/1/2014 12:21:00,8/11/2016 09:56:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,1/11/2014 12:24:00,8/9/2016 12:32:00,NNA/Corp - Atlanta HQ,VPN - Add Credentials,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,10/21/2015 12:28:00,8/9/2016 12:29:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,10/22/2014 12:33:00,8/11/2016 06:11:00,NSA - Pinda,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,2/11/2015 12:37:00,8/9/2016 12:44:00,NNA - Oswego,Windows - All Other Issues,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,5/19/2015 12:42:00,8/10/2016 07:44:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,4/26/2015 12:44:00,8/10/2016 08:07:00,NNA - Greensboro,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/29/2015 12:46:00,8/9/2016 13:05:00,NNA/Corp - Atlanta HQ,Status Check Incident,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,8/8/2015 12:47:00,8/9/2016 14:00:00,NSA - Sao Paulo,Telecoms All Other Issues,IT Infra NSA Telephony L2,Phone,3 - Normal,Incident
Novelis,5/7/2014 12:48:00,8/9/2016 14:39:00,NSA - Utinga,Network Device Issue,IT Desktop Utinga L2,Walk-in,3 - Normal,Incident
Novelis,9/23/2015 12:48:00,8/9/2016 13:09:00,NSA - Pinda,Active Directory - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,3/21/2014 13:00:00,8/9/2016 14:28:00,NNA - Oswego,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,7/29/2016 13:01:00,8/14/2016 18:51:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Plan to Produce L2,Phone,3 - Normal,Incident
Novelis,5/5/2016 13:01:00,8/11/2016 12:40:00,NE - Zurich,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,1/26/2015 13:03:00,8/9/2016 13:07:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/8/2016 13:04:00,8/10/2016 15:24:00,NNA/Corp - Atlanta HQ,VPN Access Request New,IT Security NEW VPN Access Request L2,Phone,3 - Moderate,Catalog Task
Novelis,9/9/2015 13:06:00,8/10/2016 15:08:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Chat,4 - Low,Incident
Novelis,8/31/2014 13:06:00,8/9/2016 16:21:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,9/28/2015 13:06:00,8/9/2016 13:14:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Chat,3 - Normal,Incident
Novelis,7/8/2015 13:10:00,8/10/2016 11:18:00,NNA - Oswego,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,7/10/2016 13:10:00,8/10/2016 02:21:00,NSA - Sao Paulo,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,3/3/2014 13:12:00,8/9/2016 18:12:00,NSA - Utinga,New eMail Account,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,3/1/2016 13:12:00,8/9/2016 13:22:00,NSA - Pinda,Novelis Specific Software - Access/Permi,IT Messaging L2,Phone,3 - Normal,Incident
Novelis,10/20/2015 13:15:00,8/17/2016 10:10:00,NSA - Pinda,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,4/18/2014 13:22:00,8/9/2016 13:57:00,NNA - Oswego,Software Update,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,11/13/2014 13:23:00,8/9/2016 13:31:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,11/22/2015 13:24:00,8/10/2016 12:30:00,NNA/Corp - Atlanta HQ,Software Update,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,7/24/2016 13:25:00,8/10/2016 14:39:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,1/2/2015 13:26:00,8/11/2016 19:27:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,6/8/2016 13:26:00,8/9/2016 13:29:00,NNA - Kingston,Status Check,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,6/23/2015 13:27:00,8/9/2016 13:30:00,NSA - Pinda,Windows - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,11/11/2015 13:30:00,8/9/2016 15:06:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/14/2016 13:30:00,8/9/2016 14:10:00,NSA - Campinas (Collection Center),Software Install,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/5/2016 13:32:00,8/9/2016 14:28:00,NNA - Novi,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,8/26/2016 13:34:00,8/9/2016 15:57:00,NNA/Corp - Atlanta HQ,Software Update,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,5/23/2015 13:35:00,8/9/2016 13:41:00,NSA - Pinda,Windows - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/21/2015 13:35:00,8/9/2016 13:38:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/15/2016 13:37:00,8/9/2016 15:12:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/15/2016 13:39:00,8/9/2016 13:43:00,NSA - Sao Paulo,Network All Other Issues,IT Desktop Sao Paulo L2,Walk-in,3 - Normal,Incident
Novelis,9/13/2015 13:40:00,8/9/2016 13:43:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/20/2015 13:44:00,8/24/2016 18:50:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,3/8/2015 13:53:00,8/22/2016 18:35:00,NNA - Oswego,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,5/31/2014 13:54:00,8/10/2016 10:14:00,NNA/Corp - Atlanta HQ,SAP Password Reset,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,3/4/2014 13:54:00,8/10/2016 08:57:00,NNA - Oswego,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,2/24/2016 13:56:00,8/11/2016 19:26:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,7/17/2015 13:59:00,8/25/2016 18:28:00,NE - Luedenscheid,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,11/30/2015 13:59:00,8/24/2016 09:07:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT Desktop Atlanta L2,Phone,3 - Moderate,Catalog Task
Novelis,5/18/2015 13:59:00,8/14/2016 14:04:00,NNA/Corp - Atlanta HQ,VPN - Add Credentials,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,3/24/2015 14:04:00,8/10/2016 08:16:00,NSA - Pinda,Desktop Phone,IT Infra NSA Printer Support L2,Phone,3 - Moderate,Catalog Task
Novelis,10/8/2015 14:07:00,8/9/2016 14:08:00,NSA - Pinda,Printer Device Issue,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/30/2014 14:10:00,8/9/2016 17:12:00,NNA/Corp - Atlanta HQ,SAP - All other issues,IT App NNA Cap Repository L2,Phone,3 - Normal,Incident
Novelis,1/13/2014 14:11:00,8/25/2016 16:34:00,NNA - Kennesaw R&T,Peripherals,IT Desktop Kennesaw L2,Phone,3 - Moderate,Catalog Task
Novelis,5/2/2016 14:11:00,8/9/2016 14:16:00,NNA - Terre Haute,Novelis Specific Software - Access/Permi,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,4/16/2016 14:11:00,8/9/2016 14:14:00,NNA/Corp - Atlanta HQ,Status Check Request,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,4/28/2016 14:13:00,8/23/2016 18:37:00,NNA - Oswego,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,11/16/2014 14:14:00,8/12/2016 19:26:00,NNA - Novi,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,1/16/2016 14:17:00,1/1/1900 00:00:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - Software Iss,IT App NNA EDI/B2B L2,Self-service,3 - Normal,Incident
Novelis,7/31/2014 14:20:00,8/9/2016 14:46:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,9/19/2015 14:20:00,8/9/2016 14:33:00,NSA - Campinas (Collection Center),VPN - Troubleshoot,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,11/12/2015 14:21:00,8/12/2016 09:31:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Tolling Planner,Phone,3 - Moderate,Catalog Task
Novelis,2/2/2014 14:21:00,8/9/2016 14:23:00,NSA - Pinda,Active Directory - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/13/2015 14:25:00,8/9/2016 14:31:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/17/2015 14:26:00,8/22/2016 11:13:00,NNA - Oswego,Technical Support - Technical analysis,IT APP Global SAP TECH L2,Phone,4 - Low,Incident
Novelis,7/17/2015 14:27:00,9/2/2016 06:06:00,NNA - Oswego,Software Installation Request,IT App NNA Cap Forms L2,Phone,3 - Moderate,Catalog Task
Novelis,2/17/2016 14:28:00,8/10/2016 14:24:00,NNA - Oswego,Metal Materials,R&D - Development,Phone,3 - Moderate,Catalog Task
Novelis,12/30/2014 14:28:00,8/9/2016 14:55:00,NNA - Novi,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,7/20/2016 14:30:00,8/10/2016 14:06:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT Desktop Atlanta L2,Phone,3 - Moderate,Catalog Task
Novelis,3/28/2016 14:31:00,8/10/2016 14:46:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,7/1/2014 14:31:00,8/9/2016 14:59:00,NSA - Sao Paulo,Lotus Notes- software issue,IT App NSA Design to Deploy L2,Phone,3 - Normal,Incident
Novelis,4/7/2014 14:34:00,8/19/2016 10:38:00,NNA - Oswego,Peripherals,IT Desktop Oswego L2,Phone,3 - Moderate,Catalog Task
Novelis,12/11/2014 14:37:00,8/10/2016 23:49:00,NNA - Oswego,Lotus Notes - Configuration,IT Messaging L2,Self-service,3 - Normal,Incident
Novelis,5/8/2016 14:39:00,8/9/2016 14:40:00,NSA - Sao Paulo,Novelis Specific Software - Access/Permi,IT Infra NSA Account Management L2,Walk-in,3 - Normal,Incident
Novelis,12/14/2015 14:40:00,8/23/2016 15:19:00,NNA/Corp - Atlanta HQ,Windows Troubleshoot,IT Desktop Atlanta L2,Chat,3 - Normal,Incident
Novelis,9/19/2014 14:40:00,8/9/2016 15:06:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,10/11/2014 14:45:00,8/15/2016 15:18:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,11/7/2015 14:47:00,8/10/2016 07:28:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,5/26/2015 14:48:00,8/9/2016 14:57:00,NSA - Campinas (Collection Center),VPN Access Request New,IT Security NEW VPN Access Request L2,Phone,3 - Moderate,Catalog Task
Novelis,5/21/2014 14:50:00,8/10/2016 14:55:00,NNA/Corp - Atlanta HQ,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,3/29/2014 14:52:00,8/10/2016 10:15:00,NNA/Corp - Atlanta HQ,Windows - All Other Issues,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,7/20/2016 14:55:00,8/17/2016 04:27:00,NNA - Kennesaw R&T,Software Installation Request,IT SCCM L2,Phone,3 - Moderate,Catalog Task
Novelis,2/22/2015 14:55:00,8/9/2016 17:16:00,NNA - Novi,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,9/18/2014 14:56:00,8/9/2016 15:21:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Self-service,3 - Normal,Incident
Novelis,9/10/2015 15:00:00,8/15/2016 07:27:00,NSA - Sao Paulo,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/24/2014 15:00:00,8/10/2016 01:52:00,NNA - Oswego,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,9/28/2014 15:00:00,8/9/2016 17:19:00,NNA - Oswego,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/24/2016 15:00:00,8/9/2016 16:48:00,NNA - Oswego,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,6/21/2015 15:02:00,8/10/2016 10:52:00,NSA - Pinda,Printer Device Issue,IT Infra NSA Printer Support L2,Phone,3 - Normal,Incident
Novelis,8/16/2014 15:03:00,8/10/2016 01:55:00,NNA - Oswego,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,5/17/2014 15:03:00,8/9/2016 15:09:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/7/2014 15:05:00,8/9/2016 15:09:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Credit Department,Phone,3 - Moderate,Catalog Task
Novelis,5/9/2015 15:08:00,8/9/2016 15:24:00,NNA/Corp - Atlanta HQ,Security - Authorization,IT App SAP-Security L2,Phone,3 - Normal,Incident
Novelis,5/18/2016 15:10:00,8/9/2016 16:59:00,NNA - Kennesaw R&T,Software Installation Request,IT SCCM L2,Phone,3 - Moderate,Catalog Task
Novelis,12/31/2014 15:13:00,8/9/2016 15:15:00,NNA/Corp - Atlanta HQ,Non IT Questions,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,5/17/2016 15:20:00,8/9/2016 18:23:00,NNA/Corp - Atlanta HQ,Laptop / Tablet,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,1/26/2015 15:21:00,8/9/2016 15:25:00,NNA/Corp - Atlanta HQ,Status Check Incident,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,3/22/2016 15:22:00,8/10/2016 16:09:00,NNA/Corp - Atlanta HQ,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,4/20/2014 15:22:00,8/9/2016 15:25:00,NSA - Pinda,Oracle - How to,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/24/2014 15:24:00,8/10/2016 08:53:00,NSA - Pinda,Outlook - All Other Issues,IT Infra NSA Account Management L2,Phone,3 - Normal,Incident
Novelis,8/22/2014 15:24:00,8/9/2016 17:01:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/11/2015 15:24:00,8/9/2016 15:37:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/8/2014 15:25:00,8/9/2016 18:56:00,NNA - Kennesaw R&T,Access Request for Email on Mobile Device,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
